Habit,Date,Status,Comment
NO_MORNING_SCROLL,2023-07-26,success,
NO_MORNING_SCROLL,2023-07-31,success,
NO_MORNING_SCROLL,2023-08-01,success,
deep_work,2023-06-07,success,
deep_work,2023-06-08,fail,
deep_work,2023-06-12,fail,
deep_work,2023-06-13,success,
NO_MORNING_SCROLL,2023-08-02,success,
deep_work,2023-06-09,fail,
deep_work,2023-06-10,fail,
deep_work,2023-06-11,fail,
deep_work,2023-06-14,success,
NO_MORNING_SCROLL,2023-08-03,success,
deep_work,2023-06-15,fail,
deep_work,2023-06-16,fail,
deep_work,2023-06-17,fail,
deep_work,2023-06-18,fail,
deep_work,2023-06-19,fail,
deep_work,2023-06-20,fail,
deep_work,2023-06-21,fail,
deep_work,2023-06-22,fail,
deep_work,2023-06-23,fail,
deep_work,2023-06-24,fail,
deep_work,2023-06-25,success,
deep_work,2023-06-26,success,
deep_work,2023-06-27,fail,
deep_work,2023-06-28,success,
deep_work,2023-06-29,success,
deep_work,2023-06-30,success,
deep_work,2023-07-01,success,
NO_MORNING_SCROLL,2023-07-27,success,
deep_work,2023-07-02,success,
deep_work,2023-07-03,success,
deep_work,2023-07-04,success,
deep_work,2023-07-05,success,
deep_work,2023-07-06,success,
NO_MORNING_SCROLL,2023-07-24,success,
deep_work,2023-07-07,success,
NO_MORNING_SCROLL,2023-07-28,success,
deep_work,2023-07-08,fail,
deep_work,2023-07-09,fail,
deep_work,2023-07-10,fail,
deep_work,2023-07-11,success,
deep_work,2023-07-12,success,
deep_work,2023-07-13,success,
deep_work,2023-07-14,fail,
deep_work,2023-07-15,success,
deep_work,2023-07-16,success,
deep_work,2023-07-17,fail,
deep_work,2023-07-18,fail,
deep_work,2023-07-19,success,
deep_work,2023-07-20,fail,
NO_MORNING_SCROLL,2023-07-25,fail,
deep_work,2023-07-21,fail,
deep_work,2023-07-22,fail,
deep_work,2023-07-23,fail,
deep_work,2023-07-24,success,
deep_work,2023-07-25,success,
deep_work,2023-07-26,success,
deep_work,2023-07-27,fail,
journal,2023-07-25,fail,
deep_work,2023-07-28,fail,
deep_work,2023-07-29,fail,
deep_work,2023-08-01,fail,
deep_work,2023-08-03,success,
journal,2023-07-23,fail,
deep_work,2023-07-30,fail,
deep_work,2023-08-02,fail,
journal,2023-07-24,fail,
journal,2023-07-26,success,
deep_work,2023-07-31,fail,
journal,2023-07-27,fail,
NO_MORNING_SCROLL,2023-07-29,success,
journal,2023-07-28,fail,
NO_MORNING_SCROLL,2023-07-30,success,
journal,2023-07-29,fail,
journal,2023-07-30,fail,
journal,2023-07-31,fail,
journal,2023-08-01,fail,
journal,2023-08-02,fail,
journal,2023-08-03,fail,
NO_MORNING_SCROLL,2023-08-04,fail,
NO_MORNING_SCROLL,2023-08-05,fail,
deep_work,2023-08-04,success,
deep_work,2023-08-05,success,
journal,2023-08-04,success,
NO_MORNING_SCROLL,2023-08-06,fail,
deep_work,2023-08-06,success,
post_today,2023-07-11,fail,
journal,2023-08-05,success,
journal,2023-08-06,success,
NO_MORNING_SCROLL,2023-08-07,success,
NO_MORNING_SCROLL,2023-08-08,success,
deep_work,2023-08-07,success,
NO_MORNING_SCROLL,2023-08-13,success,
deep_work,2023-08-08,success,
NO_MORNING_SCROLL,2023-08-09,fail,
deep_work,2023-08-09,success,
NO_MORNING_SCROLL,2023-08-10,fail,
NO_MORNING_SCROLL,2023-08-12,fail,
morning_weight,2023-05-21,success,
deep_work,2023-08-10,fail,
NO_MORNING_SCROLL,2023-08-11,fail,
deep_work,2023-08-11,fail,
deep_work,2023-08-12,fail,
deep_work,2023-08-13,fail,
NO_MORNING_SCROLL,2023-08-14,success,
NO_MORNING_SCROLL,2023-08-15,fail,
NO_MORNING_SCROLL,2023-08-16,fail,
NO_MORNING_SCROLL,2023-08-17,success,
NO_MORNING_SCROLL,2023-08-18,fail,
NO_MORNING_SCROLL,2023-08-19,fail,
deep_work,2023-08-19,fail,
NO_MORNING_SCROLL,2023-08-20,fail,
NO_MORNING_SCROLL,2023-08-21,fail,
NO_MORNING_SCROLL,2023-08-22,fail,
NO_MORNING_SCROLL,2023-08-23,fail,
NO_MORNING_SCROLL,2023-08-24,success,
NO_MORNING_SCROLL,2023-08-25,fail,
NO_MORNING_SCROLL,2023-08-26,fail,
NO_MORNING_SCROLL,2023-08-27,fail,
NO_MORNING_SCROLL,2023-08-28,success,
NO_MORNING_SCROLL,2023-08-29,success,
deep_work,2023-08-15,fail,
NO_MORNING_SCROLL,2023-08-30,success,
NO_MORNING_SCROLL,2023-08-31,success,
NO_MORNING_SCROLL,2023-09-01,success,
deep_work,2023-08-14,fail,
NO_MORNING_SCROLL,2023-09-02,fail,
NO_MORNING_SCROLL,2023-09-03,fail,
NO_MORNING_SCROLL,2023-09-04,success,
journal,2023-06-12,fail,
NO_MORNING_SCROLL,2023-09-05,success,
NO_MORNING_SCROLL,2023-09-06,success,
NO_MORNING_SCROLL,2023-09-07,success,
NO_MORNING_SCROLL,2023-09-08,fail,
NO_MORNING_SCROLL,2023-09-09,fail,
NO_MORNING_SCROLL,2023-09-10,fail,
NO_MORNING_SCROLL,2023-09-11,success,
NO_MORNING_SCROLL,2023-09-12,success,
NO_MORNING_SCROLL,2023-09-13,fail,
NO_MORNING_SCROLL,2023-09-14,success,
NO_MORNING_SCROLL,2023-09-15,success,
NO_MORNING_SCROLL,2023-09-16,success,
NO_MORNING_SCROLL,2023-09-17,fail,
NO_MORNING_SCROLL,2023-09-18,success,
NO_MORNING_SCROLL,2023-09-19,success,
NO_MORNING_SCROLL,2023-09-20,success,
NO_MORNING_SCROLL,2023-09-21,success,
NO_MORNING_SCROLL,2023-09-22,success,
deep_work,2023-08-16,fail,
deep_work,2023-08-17,fail,
deep_work,2023-08-18,fail,
NO_MORNING_SCROLL,2023-09-23,success,
NO_MORNING_SCROLL,2023-09-24,success,
deep_work,2023-08-20,fail,
journal,2023-06-13,success,
deep_work,2023-08-22,success,
journal,2023-08-07,success,
journal,2023-08-08,success,
journal,2023-08-09,fail,
journal,2023-08-10,success,
journal,2023-08-11,fail,
deep_work,2023-08-21,fail,
deep_work,2023-09-13,success,
journal,2023-08-12,fail,
deep_work,2023-09-11,success,
journal,2023-08-13,fail,
journal,2023-08-14,fail,
journal,2023-08-15,success,
journal,2023-08-16,fail,
journal,2023-08-19,fail,
journal,2023-08-20,fail,
deep_work,2023-09-12,success,
journal,2023-08-21,fail,
journal,2023-08-22,fail,
deep_work,2023-08-23,fail,
deep_work,2023-08-24,success,
deep_work,2023-08-25,success,
journal,2023-08-23,success,
journal,2023-08-24,fail,
morning_weight,2023-05-22,success,
journal,2023-08-25,success,
deep_work,2023-08-26,success,
deep_work,2023-08-30,fail,
journal,2023-08-26,fail,
deep_work,2023-08-27,success,
deep_work,2023-08-28,success,
journal,2023-08-27,success,
deep_work,2023-08-29,fail,
deep_work,2023-08-31,success,
journal,2023-08-28,success,
journal,2023-08-29,success,
journal,2023-08-30,fail,
deep_work,2023-09-01,success,
deep_work,2023-09-02,fail,
deep_work,2023-09-03,fail,
deep_work,2023-09-04,success,
deep_work,2023-09-05,success,
journal,2023-09-01,fail,
deep_work,2023-09-06,success,
journal,2023-09-02,fail,
deep_work,2023-09-07,success,
deep_work,2023-09-08,success,
deep_work,2023-09-09,success,
deep_work,2023-09-10,fail,
deep_work,2023-09-14,success,
deep_work,2023-09-15,fail,
deep_work,2023-09-16,success,
deep_work,2023-09-17,success,
deep_work,2023-09-18,success,
deep_work,2023-09-19,success,
deep_work,2023-09-20,success,
deep_work,2023-09-21,fail,
deep_work,2023-09-22,fail,
email_clearout_full,2023-09-18,fail,
deep_work,2023-09-23,fail,
journal,2023-08-18,fail,
deep_work,2023-09-24,success,
journal,2023-08-31,fail,
journal,2023-09-03,fail,
email_clearout_full,2023-09-17,fail,
journal,2023-09-04,success,
journal,2023-09-05,fail,
journal,2023-09-06,fail,
journal,2023-09-07,fail,
journal,2023-09-08,fail,
journal,2023-09-09,fail,
journal,2023-09-10,success,
journal,2023-09-11,success,
journal,2023-09-12,success,
journal,2023-09-13,fail,
morning_weight,2023-05-30,success,
journal,2023-09-14,success,
journal,2023-09-15,fail,
email_clearout_full,2023-09-16,fail,
journal,2023-09-16,fail,
email_clearout_full,2023-09-19,fail,
journal,2023-09-17,fail,
journal,2023-09-18,success,
morning_weight,2023-05-16,success,
morning_weight,2023-05-17,success,
morning_weight,2023-05-18,fail,
morning_weight,2023-05-19,fail,
morning_weight,2023-05-20,fail,
morning_weight,2023-05-24,success,
sixthirty_wakeup,2023-05-22,success,
morning_weight,2023-05-23,success,
sixthirty_wakeup,2023-05-23,fail,
sixthirty_wakeup,2023-05-24,fail,
morning_weight,2023-05-25,success,
morning_weight,2023-05-26,success,
morning_weight,2023-05-27,success,
sixthirty_wakeup,2023-05-25,success,
sixthirty_wakeup,2023-05-26,fail,
email_clearout_full,2023-09-20,success,
journal,2023-09-19,success,
sixthirty_wakeup,2023-05-27,fail,
morning_weight,2023-05-28,success,
journal,2023-09-20,success,
post_today,2023-06-06,success,
post_today,2023-06-07,fail,
sixthirty_wakeup,2023-05-28,fail,
morning_weight,2023-05-29,success,
morning_weight,2023-06-02,success,
sixthirty_wakeup,2023-05-29,fail,
sixthirty_wakeup,2023-05-30,fail,
thirty_min_cleanout,2023-05-14,success,
sixthirty_wakeup,2023-05-31,success,
morning_weight,2023-06-03,success,
sixthirty_wakeup,2023-06-01,success,
thirty_min_cleanout,2023-05-15,success,
thirty_min_cleanout,2023-05-16,success,
thirty_min_cleanout,2023-05-17,fail,
thirty_min_cleanout,2023-05-18,fail,
thirty_min_cleanout,2023-05-19,fail,
thirty_min_cleanout,2023-05-20,fail,
thirty_min_cleanout,2023-05-21,success,
thirty_min_cleanout,2023-05-22,fail,
thirty_min_cleanout,2023-05-23,fail,
thirty_min_cleanout,2023-05-24,fail,
thirty_min_cleanout,2023-05-25,fail,
sixthirty_wakeup,2023-06-02,fail,
thirty_min_cleanout,2023-05-26,fail,
email_clearout_full,2023-09-12,success,
thirty_min_cleanout,2023-05-27,fail,
thirty_min_cleanout,2023-05-28,fail,
thirty_min_cleanout,2023-05-29,success,
email_clearout_full,2023-09-13,success,
email_clearout_full,2023-09-14,success,
morning_weight,2023-06-01,success,
thirty_min_cleanout,2023-05-30,fail,
thirty_min_cleanout,2023-05-31,fail,
thirty_min_cleanout,2023-06-01,fail,
email_clearout_full,2023-09-15,fail,
thirty_min_cleanout,2023-06-02,fail,
thirty_min_cleanout,2023-06-03,fail,
morning_weight,2023-06-04,success,
morning_weight,2023-06-05,success,
morning_weight,2023-06-06,success,
morning_weight,2023-06-07,success,
morning_weight,2023-06-08,success,
morning_weight,2023-06-09,success,
morning_weight,2023-06-10,fail,
morning_weight,2023-06-11,fail,
morning_weight,2023-06-12,fail,
morning_weight,2023-06-13,success,
morning_weight,2023-06-14,success,
morning_weight,2023-06-15,success,
morning_weight,2023-06-16,success,
morning_weight,2023-06-17,success,
morning_weight,2023-06-18,fail,
morning_weight,2023-06-19,success,
morning_weight,2023-06-20,success,
morning_weight,2023-06-21,success,
morning_weight,2023-06-22,success,
morning_weight,2023-06-23,success,
morning_weight,2023-06-24,fail,
morning_weight,2023-06-25,success,
morning_weight,2023-06-26,success,
morning_weight,2023-06-27,success,
morning_weight,2023-06-28,success,
morning_weight,2023-06-29,success,
morning_weight,2023-06-30,success,
morning_weight,2023-07-01,success,
morning_weight,2023-07-02,success,
morning_weight,2023-07-03,success,
morning_weight,2023-07-04,fail,
morning_weight,2023-07-05,success,
morning_weight,2023-07-06,success,
morning_weight,2023-07-07,success,
morning_weight,2023-07-08,fail,
morning_weight,2023-07-09,fail,
morning_weight,2023-07-10,success,
morning_weight,2023-07-11,success,
morning_weight,2023-07-12,success,
morning_weight,2023-07-13,success,
morning_weight,2023-07-14,success,
morning_weight,2023-07-15,success,
morning_weight,2023-07-16,success,
morning_weight,2023-07-17,success,
morning_weight,2023-07-18,success,
morning_weight,2023-07-19,success,
morning_weight,2023-07-20,success,
morning_weight,2023-07-21,success,
morning_weight,2023-07-22,success,
morning_weight,2023-07-23,success,
morning_weight,2023-07-24,success,
journal,2023-08-17,success,
morning_weight,2023-07-25,success,
morning_weight,2023-07-26,success,
morning_weight,2023-07-27,success,
morning_weight,2023-07-28,fail,
morning_weight,2023-07-29,fail,
morning_weight,2023-07-30,fail,
morning_weight,2023-07-31,fail,
morning_weight,2023-08-01,fail,
morning_weight,2023-08-02,success,
morning_weight,2023-08-03,success,
morning_weight,2023-08-04,success,
morning_weight,2023-08-05,success,
morning_weight,2023-08-06,success,
morning_weight,2023-08-07,success,
morning_weight,2023-08-08,success,
morning_weight,2023-08-09,success,
morning_weight,2023-08-10,success,
morning_weight,2023-08-11,fail,
sixthirty_wakeup,2023-06-03,fail,
morning_weight,2023-08-12,fail,
morning_weight,2023-08-13,fail,
morning_weight,2023-08-14,fail,
morning_weight,2023-08-15,fail,
morning_weight,2023-08-16,fail,
morning_weight,2023-08-17,fail,
morning_weight,2023-08-18,fail,
morning_weight,2023-08-19,fail,
morning_weight,2023-08-20,fail,
morning_weight,2023-08-22,success,
morning_weight,2023-08-23,fail,
morning_weight,2023-08-24,success,
morning_weight,2023-08-25,success,
morning_weight,2023-08-26,success,
morning_weight,2023-08-27,success,
morning_weight,2023-08-28,success,
morning_weight,2023-08-29,success,
morning_weight,2023-08-30,success,
morning_weight,2023-08-31,success,
morning_weight,2023-09-01,success,
morning_weight,2023-09-02,fail,
morning_weight,2023-09-03,fail,
morning_weight,2023-09-04,success,
morning_weight,2023-09-05,success,
morning_weight,2023-09-06,success,
morning_weight,2023-09-07,success,
morning_weight,2023-09-08,success,
morning_weight,2023-09-09,success,
morning_weight,2023-09-10,success,
morning_weight,2023-09-11,success,
morning_weight,2023-09-12,success,
morning_weight,2023-09-13,success,
morning_weight,2023-09-14,success,
morning_weight,2023-09-15,success,
morning_weight,2023-09-16,success,
morning_weight,2023-09-17,success,
morning_weight,2023-09-18,fail,
morning_weight,2023-09-19,success,
morning_weight,2023-09-20,success,
sixthirty_wakeup,2023-06-04,fail,
daily_vlog,2023-07-27,fail,
thirty_min_cleanout,2023-06-04,fail,
3_accounts,2023-06-07,success,
3_accounts,2023-06-08,fail,
thirty_min_cleanout,2023-06-08,fail,
3_accounts,2023-06-09,fail,
thirty_min_cleanout,2023-06-09,fail,
3_accounts,2023-06-10,fail,
thirty_min_cleanout,2023-06-10,fail,
3_accounts,2023-06-11,fail,
3_accounts,2023-06-14,success,
thirty_min_cleanout,2023-06-11,fail,
thirty_min_cleanout,2023-06-12,fail,
3_accounts,2023-06-13,fail,
thirty_min_cleanout,2023-06-13,fail,
thirty_min_cleanout,2023-06-14,fail,
3_accounts,2023-06-15,fail,
critique_one_old_vlog,2023-06-07,success,
critique_one_old_vlog,2023-06-08,fail,
thirty_min_cleanout,2023-06-15,fail,
3_accounts,2023-06-16,fail,
3_accounts,2023-06-17,fail,
YT,2023-06-16,success,
THIRTYTHIRTYTHIRTY,2023-07-13,success,
THIRTYTHIRTYTHIRTY,2023-07-14,fail,
thirty_min_cleanout,2023-06-16,fail,
THIRTYTHIRTYTHIRTY,2023-07-15,success,
THIRTYTHIRTYTHIRTY,2023-07-16,success,
YT,2023-06-07,success,
YT,2023-06-08,success,
YT,2023-06-09,success,
critique_one_old_vlog,2023-06-09,fail,
YT,2023-06-10,fail,
YT,2023-06-11,fail,
YT,2023-06-12,success,
YT,2023-06-13,success,
YT,2023-06-14,success,
critique_one_old_vlog,2023-06-10,fail,
critique_one_old_vlog,2023-06-11,fail,
critique_one_old_vlog,2023-06-12,success,
critique_one_old_vlog,2023-06-13,success,
critique_one_old_vlog,2023-06-14,fail,
YT,2023-06-15,fail,
THIRTYTHIRTYTHIRTY,2023-07-17,fail,
THIRTYTHIRTYTHIRTY,2023-07-18,fail,
THIRTYTHIRTYTHIRTY,2023-07-19,fail,
critique_one_old_vlog,2023-06-15,fail,
critique_one_old_vlog,2023-06-16,fail,
YT,2023-06-17,fail,
3_accounts,2023-06-18,fail,
3_accounts,2023-06-19,fail,
critique_one_old_vlog,2023-06-18,fail,
3_accounts,2023-06-20,fail,
YT,2023-06-18,fail,
YT,2023-06-19,success,
3_accounts,2023-06-22,fail,
YT,2023-06-20,fail,
3_accounts,2023-06-21,fail,
YT,2023-06-21,fail,
YT,2023-06-22,fail,
3_accounts,2023-06-23,fail,
YT,2023-06-23,fail,
critique_one_old_vlog,2023-06-19,fail,
YT,2023-06-24,success,
critique_one_old_vlog,2023-06-17,fail,
critique_one_old_vlog,2023-06-20,fail,
critique_one_old_vlog,2023-06-21,fail,
YT,2023-06-25,success,
critique_one_old_vlog,2023-06-22,fail,
YT,2023-06-26,success,
critique_one_old_vlog,2023-06-23,fail,
critique_one_old_vlog,2023-06-24,fail,
YT,2023-07-04,success,
thirty_min_cleanout,2023-06-17,fail,
critique_one_old_vlog,2023-06-25,fail,
critique_one_old_vlog,2023-06-26,fail,
YT,2023-06-27,fail,
YT,2023-07-03,success,
critique_one_old_vlog,2023-06-27,fail,
YT,2023-06-28,success,
YT,2023-06-29,success,
critique_one_old_vlog,2023-06-28,success,
YT,2023-06-30,success,
critique_one_old_vlog,2023-06-29,success,
critique_one_old_vlog,2023-06-30,success,
YT,2023-07-01,success,
critique_one_old_vlog,2023-07-01,success,
YT,2023-07-02,success,
critique_one_old_vlog,2023-07-02,success,
critique_one_old_vlog,2023-07-03,success,
critique_one_old_vlog,2023-07-04,success,
YT,2023-07-05,fail,
journal,2023-06-07,success,
post_today,2023-06-08,fail,
post_today,2023-06-09,fail,
sixthirty_wakeup,2023-06-08,fail,
post_today,2023-06-10,fail,
post_today,2023-06-11,fail,
post_today,2023-06-12,fail,
post_today,2023-06-13,fail,
post_today,2023-06-14,fail,
post_today,2023-06-15,fail,
post_today,2023-06-16,fail,
sixthirty_wakeup,2023-06-05,fail,
post_today,2023-06-17,fail,
post_today,2023-06-18,fail,
sixthirty_wakeup,2023-06-06,success,
critique_one_old_vlog,2023-07-22,fail,
post_today,2023-06-19,fail,
post_today,2023-06-20,fail,
post_today,2023-06-22,fail,
sixthirty_wakeup,2023-06-07,fail,
sixthirty_wakeup,2023-06-09,success,
post_today,2023-06-21,fail,
sixthirty_wakeup,2023-06-10,success,
sixthirty_wakeup,2023-06-11,success,
sixthirty_wakeup,2023-06-12,fail,
sixthirty_wakeup,2023-06-13,success,
sixthirty_wakeup,2023-06-14,fail,
sixthirty_wakeup,2023-06-15,fail,
sixthirty_wakeup,2023-06-16,fail,
sixthirty_wakeup,2023-06-17,fail,
sixthirty_wakeup,2023-06-18,success,
sixthirty_wakeup,2023-06-19,fail,
sixthirty_wakeup,2023-06-20,fail,
daily_vlog,2023-07-26,success,
thirty_min_cleanout,2023-06-18,fail,
sixthirty_wakeup,2023-06-21,fail,
thirty_min_cleanout,2023-06-19,fail,
thirty_min_cleanout,2023-06-20,fail,
thirty_min_cleanout,2023-06-21,fail,
sixthirty_wakeup,2023-06-22,success,
thirty_min_cleanout,2023-06-22,fail,
post_today,2023-06-23,fail,
post_today,2023-06-24,fail,
post_today,2023-06-25,fail,
post_today,2023-06-26,fail,
thirty_min_cleanout,2023-06-26,fail,
post_today,2023-06-27,fail,
post_today,2023-06-28,fail,
YT,2023-07-06,success,
YT,2023-07-07,success,
YT,2023-07-08,fail,
sixthirty_wakeup,2023-06-24,fail,
YT,2023-07-09,fail,
YT,2023-07-10,fail,
critique_one_old_vlog,2023-07-21,fail,
post_today,2023-06-29,success,
post_today,2023-06-30,success,
post_today,2023-07-01,success,
post_today,2023-07-02,success,
sixthirty_wakeup,2023-06-26,fail,
post_today,2023-07-03,success,
sixthirty_wakeup,2023-07-02,fail,
post_today,2023-07-04,success,
sixthirty_wakeup,2023-06-23,fail,
post_today,2023-07-05,fail,
post_today,2023-07-07,success,
post_today,2023-07-09,fail,
sixthirty_wakeup,2023-06-25,fail,
post_today,2023-07-06,success,
sixthirty_wakeup,2023-06-27,fail,
sixthirty_wakeup,2023-07-03,fail,
critique_one_old_vlog,2023-07-05,success,
critique_one_old_vlog,2023-07-06,success,
critique_one_old_vlog,2023-07-07,success,
critique_one_old_vlog,2023-07-08,fail,
critique_one_old_vlog,2023-07-09,fail,
critique_one_old_vlog,2023-07-15,success,
critique_one_old_vlog,2023-07-16,success,
post_today,2023-07-08,success,
critique_one_old_vlog,2023-07-17,fail,
critique_one_old_vlog,2023-07-18,fail,
sixthirty_wakeup,2023-07-04,fail,
sixthirty_wakeup,2023-07-06,success,
thirty_min_cleanout,2023-06-23,fail,
critique_one_old_vlog,2023-07-19,fail,
critique_one_old_vlog,2023-07-20,fail,
thirty_min_cleanout,2023-06-27,fail,
sixthirty_wakeup,2023-06-28,fail,
thirty_min_cleanout,2023-06-28,fail,
sixthirty_wakeup,2023-06-29,fail,
sixthirty_wakeup,2023-06-30,success,
sixthirty_wakeup,2023-07-01,fail,
thirty_min_cleanout,2023-06-30,fail,
sixthirty_wakeup,2023-07-05,success,
sixthirty_wakeup,2023-07-07,fail,
thirty_min_cleanout,2023-06-29,fail,
sixthirty_wakeup,2023-07-08,fail,
sixthirty_wakeup,2023-07-09,fail,
critique_one_old_vlog,2023-07-10,fail,
critique_one_old_vlog,2023-07-11,fail,
critique_one_old_vlog,2023-07-12,fail,
critique_one_old_vlog,2023-07-13,fail,
critique_one_old_vlog,2023-07-14,fail,
thirty_min_cleanout,2023-06-25,fail,
sixthirty_wakeup,2023-07-11,success,
sixthirty_wakeup,2023-07-12,success,
sixthirty_wakeup,2023-07-13,success,
sixthirty_wakeup,2023-07-14,success,
daily_vlog,2023-07-24,success,
sixthirty_wakeup,2023-07-15,fail,
daily_vlog,2023-07-25,success,
daily_vlog,2023-07-28,fail,
critique_one_old_vlog,2023-07-29,fail,
daily_vlog,2023-07-29,fail,
daily_vlog,2023-07-30,fail,
sixthirty_wakeup,2023-07-16,fail,
sixthirty_wakeup,2023-07-17,fail,
sixthirty_wakeup,2023-07-18,fail,
sixthirty_wakeup,2023-07-19,fail,
daily_vlog,2023-07-31,fail,
sixthirty_wakeup,2023-07-20,fail,
sixthirty_wakeup,2023-07-22,fail,
critique_one_old_vlog,2023-07-23,fail,
sixthirty_wakeup,2023-07-23,fail,
critique_one_old_vlog,2023-07-24,fail,
sixthirty_wakeup,2023-07-21,fail,
critique_one_old_vlog,2023-07-25,fail,
critique_one_old_vlog,2023-07-26,fail,
sixthirty_wakeup,2023-07-26,fail,
critique_one_old_vlog,2023-07-27,fail,
critique_one_old_vlog,2023-07-28,fail,
sixthirty_wakeup,2023-07-27,fail,
sixthirty_wakeup,2023-07-28,fail,
sixthirty_wakeup,2023-07-29,success,
critique_one_old_vlog,2023-07-30,fail,
sixthirty_wakeup,2023-07-30,success,
critique_one_old_vlog,2023-07-31,fail,
critique_one_old_vlog,2023-08-01,fail,
critique_one_old_vlog,2023-08-02,fail,
sixthirty_wakeup,2023-07-31,success,
critique_one_old_vlog,2023-08-03,fail,
sixthirty_wakeup,2023-07-25,success,
critique_one_old_vlog,2023-08-04,fail,
critique_one_old_vlog,2023-08-05,success,
critique_one_old_vlog,2023-08-06,fail,
sixthirty_wakeup,2023-07-24,success,
critique_one_old_vlog,2023-08-07,fail,
critique_one_old_vlog,2023-08-08,fail,
critique_one_old_vlog,2023-08-09,fail,
critique_one_old_vlog,2023-08-10,fail,
critique_one_old_vlog,2023-08-11,fail,
critique_one_old_vlog,2023-08-12,fail,
critique_one_old_vlog,2023-08-13,fail,
critique_one_old_vlog,2023-08-14,fail,
critique_one_old_vlog,2023-08-15,fail,
critique_one_old_vlog,2023-08-16,fail,
critique_one_old_vlog,2023-08-17,fail,
critique_one_old_vlog,2023-08-18,fail,
critique_one_old_vlog,2023-08-19,fail,
critique_one_old_vlog,2023-08-20,fail,
critique_one_old_vlog,2023-08-21,fail,
critique_one_old_vlog,2023-08-22,success,
thirty_min_cleanout,2023-06-24,fail,
critique_one_old_vlog,2023-08-23,fail,
critique_one_old_vlog,2023-08-24,fail,
critique_one_old_vlog,2023-08-25,fail,
critique_one_old_vlog,2023-08-26,fail,
critique_one_old_vlog,2023-08-27,fail,
critique_one_old_vlog,2023-08-28,fail,
critique_one_old_vlog,2023-08-29,fail,
critique_one_old_vlog,2023-08-30,fail,
critique_one_old_vlog,2023-08-31,fail,
critique_one_old_vlog,2023-09-01,fail,
critique_one_old_vlog,2023-09-02,fail,
critique_one_old_vlog,2023-09-03,fail,
critique_one_old_vlog,2023-09-04,fail,
critique_one_old_vlog,2023-09-05,fail,
critique_one_old_vlog,2023-09-06,fail,
critique_one_old_vlog,2023-09-07,fail,
critique_one_old_vlog,2023-09-08,fail,
critique_one_old_vlog,2023-09-09,fail,
sixthirty_wakeup,2023-07-10,success,
critique_one_old_vlog,2023-09-10,fail,
critique_one_old_vlog,2023-09-11,fail,
critique_one_old_vlog,2023-09-12,fail,
critique_one_old_vlog,2023-09-13,success,
critique_one_old_vlog,2023-09-14,fail,
critique_one_old_vlog,2023-09-15,fail,
critique_one_old_vlog,2023-09-16,fail,
critique_one_old_vlog,2023-09-17,fail,
critique_one_old_vlog,2023-09-18,fail,
critique_one_old_vlog,2023-09-19,fail,
critique_one_old_vlog,2023-09-20,fail,
critique_one_old_vlog,2023-09-21,fail,
critique_one_old_vlog,2023-09-22,fail,
critique_one_old_vlog,2023-09-23,fail,
critique_one_old_vlog,2023-09-24,fail,
daily_vlog,2023-08-01,fail,
sixthirty_wakeup,2023-08-01,fail,
daily_vlog,2023-08-02,fail,
daily_vlog,2023-08-03,fail,
sixthirty_wakeup,2023-08-03,fail,
daily_vlog,2023-08-04,fail,
sixthirty_wakeup,2023-08-04,success,
daily_vlog,2023-08-05,success,
sixthirty_wakeup,2023-08-05,fail,
daily_vlog,2023-08-06,success,
daily_vlog,2023-08-07,success,
sixthirty_wakeup,2023-08-06,fail,
sixthirty_wakeup,2023-08-07,fail,
daily_vlog,2023-08-08,success,
daily_vlog,2023-08-09,success,
daily_vlog,2023-08-10,success,
sixthirty_wakeup,2023-08-08,fail,
daily_vlog,2023-08-11,success,
daily_vlog,2023-08-12,success,
sixthirty_wakeup,2023-08-10,fail,
sixthirty_wakeup,2023-08-11,fail,
hour_YT,2023-08-12,fail,
sixthirty_wakeup,2023-08-09,success,
sixthirty_wakeup,2023-08-12,success,
daily_vlog,2023-08-13,success,
hour_YT,2023-08-13,fail,
post_today,2023-07-10,fail,
morning_weight,2023-08-21,success,
email_clearout_full,2023-08-30,fail,
post_today,2023-07-12,fail,
sixthirty_wakeup,2023-08-02,success,
sixthirty_wakeup,2023-08-13,fail,
sixthirty_wakeup,2023-08-14,fail,
sixthirty_wakeup,2023-08-15,fail,
sixthirty_wakeup,2023-08-16,fail,
email_clearout_full,2023-08-29,success,
sixthirty_wakeup,2023-08-17,fail,
sixthirty_wakeup,2023-08-18,fail,
sixthirty_wakeup,2023-08-19,fail,
sixthirty_wakeup,2023-08-20,fail,
sixthirty_wakeup,2023-08-21,success,
sixthirty_wakeup,2023-08-22,fail,
sixthirty_wakeup,2023-08-23,success,
sixthirty_wakeup,2023-08-24,success,
sixthirty_wakeup,2023-08-25,fail,
email_clearout_full,2023-08-26,success,
email_clearout_full,2023-08-27,success,
email_clearout_full,2023-08-31,success,
email_clearout_full,2023-09-01,fail,
sixthirty_wakeup,2023-08-26,fail,
sixthirty_wakeup,2023-08-27,fail,
email_clearout_full,2023-08-28,success,
sixthirty_wakeup,2023-08-28,success,
sixthirty_wakeup,2023-08-29,success,
sixthirty_wakeup,2023-08-30,success,
sixthirty_wakeup,2023-08-31,success,
sixthirty_wakeup,2023-09-01,fail,
email_clearout_full,2023-09-02,fail,
morning_cleanout,2023-07-01,success,
